-2.75000000e-03 0.00000000e+00
-2.72222222e-03 1.31328627e+15
-2.69444444e-03 1.58046290e+15
-2.66666667e-03 1.90199430e+15
-2.63888889e-03 2.28893845e+15
-2.61111111e-03 2.75460302e+15
-2.58333333e-03 3.31500298e+15
-2.55555556e-03 3.98941142e+15
-2.52777778e-03 4.80102238e+15
-2.50000000e-03 5.77774852e+15
-2.47222222e-03 6.95318107e+15
-2.44444444e-03 8.36774512e+15
-2.41666667e-03 1.00700899e+16
-2.38888889e-03 1.21187619e+16
-2.36111111e-03 1.45842183e+16
-2.33333333e-03 1.75512503e+16
-2.30555556e-03 2.11218991e+16
-2.27777778e-03 2.54189652e+16
-2.25000000e-03 3.05902321e+16
-2.22222222e-03 3.68135480e+16
-2.19444444e-03 4.43029433e+16
-2.16666667e-03 5.33159907e+16
-2.13888889e-03 6.41626641e+16
-2.11111111e-03 7.72159985e+16
-2.08333333e-03 9.29249200e+16
-2.05555556e-03 1.11829685e+17
-2.02777778e-03 1.34580459e+17
-2.00000000e-03 1.61959679e+17
-1.97222222e-03 1.94908964e+17
-1.94444444e-03 2.34561492e+17
-1.91666667e-03 2.82280982e+17
-1.88888889e-03 3.39708586e+17
-1.86111111e-03 4.08819336e+17
-1.83333333e-03 4.91990064e+17
-1.80555556e-03 5.92081152e+17
-1.77777778e-03 7.12534899e+17
-1.75000000e-03 8.57493910e+17
-1.72222222e-03 1.03194357e+18
-1.69444444e-03 1.24188349e+18
-1.66666667e-03 1.49453385e+18
-1.63888889e-03 1.79858373e+18
-1.61111111e-03 2.16448991e+18
-1.58333333e-03 2.60483650e+18
-1.55555556e-03 3.13476777e+18
-1.52777778e-03 3.77250893e+18
-1.50000000e-03 4.53999298e+18
-1.47222222e-03 5.46361495e+18
-1.44444444e-03 6.57513977e+18
-1.41666667e-03 7.91279461e+18
-1.38888889e-03 9.52258367e+18
-1.36111111e-03 1.14598703e+19
-1.33333333e-03 1.37912809e+19
-1.30555556e-03 1.65969968e+19
-1.27777778e-03 1.99735110e+19
-1.25000000e-03 2.40369476e+19
-1.22222222e-03 2.89270550e+19
-1.19444444e-03 3.48120121e+19
-1.16666667e-03 4.18942123e+19
-1.13888889e-03 5.04172245e+19
-1.11111111e-03 6.06741691e+19
-1.08333333e-03 7.30177997e+19
-1.05555556e-03 8.78726342e+19
-1.02777778e-03 1.05749555e+20
-1.00000000e-03 1.00000000e+23
-9.72222222e-04 1.00000000e+23
-9.44444444e-04 1.00000000e+23
-9.16666667e-04 1.00000000e+23
-8.88888889e-04 1.00000000e+23
-8.61111111e-04 1.00000000e+23
-8.33333333e-04 1.00000000e+23
-8.05555556e-04 1.00000000e+23
-7.77777778e-04 1.00000000e+23
-7.50000000e-04 1.00000000e+23
-7.22222222e-04 1.00000000e+23
-6.94444444e-04 1.00000000e+23
-6.66666667e-04 1.00000000e+23
-6.38888889e-04 1.00000000e+23
-6.11111111e-04 1.00000000e+23
-5.83333333e-04 1.00000000e+23
-5.55555556e-04 1.00000000e+23
-5.27777778e-04 1.00000000e+23
-5.00000000e-04 1.00000000e+23
-4.72222222e-04 1.00000000e+23
-4.44444444e-04 1.00000000e+23
-4.16666667e-04 1.00000000e+23
-3.88888889e-04 1.00000000e+23
-3.61111111e-04 1.00000000e+23
-3.33333333e-04 1.00000000e+23
-3.05555556e-04 1.00000000e+23
-2.77777778e-04 1.00000000e+23
-2.50000000e-04 1.00000000e+23
-2.22222222e-04 1.00000000e+23
-1.94444444e-04 1.00000000e+23
-1.66666667e-04 1.00000000e+23
-1.38888889e-04 1.00000000e+23
-1.11111111e-04 1.00000000e+23
-8.33333333e-05 1.00000000e+23
-5.55555556e-05 1.00000000e+23
-2.77777778e-05 1.00000000e+23
0.00000000e+00 0.00000000e+00


