# generated by mkdat.py
# first, dimensions

50 50 

# now, cells

# x:
-3.000000000000000062e-03 -2.897959183673469528e-03 -2.795918367346938993e-03 -2.693877551020408025e-03 -2.591836734693877490e-03 -2.489795918367346955e-03 -2.387755102040816420e-03 -2.285714285714285886e-03 -2.183673469387754917e-03 -2.081632653061224383e-03 -1.979591836734693848e-03 -1.877551020408163313e-03 -1.775510204081632779e-03 -1.673469387755102027e-03 -1.571428571428571492e-03 -1.469387755102040741e-03 -1.367346938775510206e-03 -1.265306122448979671e-03 -1.163265306122448920e-03 -1.061224489795918385e-03 -9.591836734693876335e-04 -8.571428571428570987e-04 -7.551020408163265640e-04 -6.530612244897960293e-04 -5.510204081632654946e-04 -4.489795918367345262e-04 -3.469387755102039915e-04 -2.448979591836734568e-04 -1.428571428571429221e-04 -4.081632653061238736e-05 6.122448979591858104e-05 1.632653061224491157e-04 2.653061224489796505e-04 3.673469387755101852e-04 4.693877551020407199e-04 5.714285714285716883e-04 6.734693877551022230e-04 7.755102040816327577e-04 8.775510204081632924e-04 9.795918367346938271e-04 1.081632653061224796e-03 1.183673469387754897e-03 1.285714285714285865e-03 1.387755102040816833e-03 1.489795918367346934e-03 1.591836734693877903e-03 1.693877551020408004e-03 1.795918367346938972e-03 1.897959183673469073e-03 2.000000000000000042e-03 
# y:
-3.000000000000000062e-03 -2.897959183673469528e-03 -2.795918367346938993e-03 -2.693877551020408025e-03 -2.591836734693877490e-03 -2.489795918367346955e-03 -2.387755102040816420e-03 -2.285714285714285886e-03 -2.183673469387754917e-03 -2.081632653061224383e-03 -1.979591836734693848e-03 -1.877551020408163313e-03 -1.775510204081632779e-03 -1.673469387755102027e-03 -1.571428571428571492e-03 -1.469387755102040741e-03 -1.367346938775510206e-03 -1.265306122448979671e-03 -1.163265306122448920e-03 -1.061224489795918385e-03 -9.591836734693876335e-04 -8.571428571428570987e-04 -7.551020408163265640e-04 -6.530612244897960293e-04 -5.510204081632654946e-04 -4.489795918367345262e-04 -3.469387755102039915e-04 -2.448979591836734568e-04 -1.428571428571429221e-04 -4.081632653061238736e-05 6.122448979591858104e-05 1.632653061224491157e-04 2.653061224489796505e-04 3.673469387755101852e-04 4.693877551020407199e-04 5.714285714285716883e-04 6.734693877551022230e-04 7.755102040816327577e-04 8.775510204081632924e-04 9.795918367346938271e-04 1.081632653061224796e-03 1.183673469387754897e-03 1.285714285714285865e-03 1.387755102040816833e-03 1.489795918367346934e-03 1.591836734693877903e-03 1.693877551020408004e-03 1.795918367346938972e-03 1.897959183673469073e-03 2.000000000000000042e-03 

# now, the actual data

0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
