0.00000000e+00 0.00000000e+00
3.28282828e-05 9.65756164e+17
6.56565657e-05 1.14583857e+18
9.84848485e-05 1.35950054e+18
1.31313131e-04 1.61300359e+18
1.64141414e-04 1.91377678e+18
1.96969697e-04 2.27063449e+18
2.29797980e-04 2.69403466e+18
2.62626263e-04 3.19638532e+18
2.95454545e-04 3.79240819e+18
3.28282828e-04 4.49957012e+18
3.61111111e-04 5.33859496e+18
3.93939394e-04 6.33407090e+18
4.26767677e-04 7.51517103e+18
4.59595960e-04 8.91650828e+18
4.92424242e-04 1.05791498e+19
5.25252525e-04 1.25518203e+19
5.58080808e-04 1.48923304e+19
5.90909091e-04 1.76692701e+19
6.23737374e-04 2.09640197e+19
6.56565657e-04 2.48731339e+19
6.89393939e-04 2.95111719e+19
7.22222222e-04 3.50140545e+19
7.55050505e-04 4.15430475e+19
7.87878788e-04 4.92894873e+19
8.20707071e-04 5.84803885e+19
8.53535354e-04 6.93850966e+19
8.86363636e-04 8.23231814e+19
9.19191919e-04 9.76738022e+19
9.52020202e-04 1.15886819e+20
9.84848485e-04 1.37495977e+20
1.01767677e-03 1.63134546e+20
1.05050505e-03 1.93553883e+20
1.08333333e-03 2.29645445e+20
1.11616162e-03 2.72466921e+20
1.14898990e-03 3.23273222e+20
1.18181818e-03 3.83553262e+20
1.21464646e-03 4.55073587e+20
1.24747475e-03 5.39930148e+20
1.28030303e-03 6.40609723e+20
1.31313131e-03 7.60062794e+20
1.34595960e-03 9.01790015e+20
1.37878788e-03 1.06994480e+21
1.41161616e-03 1.26945503e+21
1.44444444e-03 1.50616748e+21
1.47727273e-03 1.78701919e+21
1.51010101e-03 2.12024069e+21
1.54292929e-03 2.51559726e+21
1.57575758e-03 2.98467509e+21
1.60858586e-03 3.54122082e+21
1.64141414e-03 4.20154440e+21
1.67424242e-03 4.98499705e+21
1.70707071e-03 5.91453838e+21
1.73989899e-03 7.01740921e+21
1.77272727e-03 8.32592992e+21
1.80555556e-03 9.87844757e+21
1.83838384e-03 1.17204597e+22
1.87121212e-03 1.39059478e+22
1.90404040e-03 1.64989590e+22
1.93686869e-03 1.95754833e+22
1.96969697e-03 2.32256802e+22
2.00252525e-03 2.75565211e+22
2.03535354e-03 3.26949244e+22
2.06818182e-03 3.87914743e+22
2.10101010e-03 4.60248344e+22
2.13383838e-03 5.46069830e+22
2.16666667e-03 6.47894258e+22
2.19949495e-03 7.68705661e+22
2.23232323e-03 9.12044498e+22
2.26515152e-03 1.00000000e+23
2.29797980e-03 1.00000000e+23
2.33080808e-03 1.00000000e+23
2.36363636e-03 1.00000000e+23
2.39646465e-03 1.00000000e+23
2.42929293e-03 1.00000000e+23
2.46212121e-03 1.00000000e+23
2.49494949e-03 1.00000000e+23
2.52777778e-03 1.00000000e+23
2.56060606e-03 1.00000000e+23
2.59343434e-03 1.00000000e+23
2.62626263e-03 1.00000000e+23
2.65909091e-03 1.00000000e+23
2.69191919e-03 1.00000000e+23
2.72474747e-03 1.00000000e+23
2.75757576e-03 1.00000000e+23
2.79040404e-03 1.00000000e+23
2.82323232e-03 1.00000000e+23
2.85606061e-03 1.00000000e+23
2.88888889e-03 1.00000000e+23
2.92171717e-03 1.00000000e+23
2.95454545e-03 1.00000000e+23
2.98737374e-03 1.00000000e+23
3.02020202e-03 1.00000000e+23
3.05303030e-03 1.00000000e+23
3.08585859e-03 1.00000000e+23
3.11868687e-03 1.00000000e+23
3.15151515e-03 1.00000000e+23
3.18434343e-03 1.00000000e+23
3.21717172e-03 1.00000000e+23
3.25000000e-03 0.00000000e+00
